Date,Open,High,Low,Close,Tenkansen,Kijunsen,SenkouSpanA,SenkouSpanB,CloudDirection,KijunArrowDirection
2022-03-30,64.480003,64.940002,64.029999,64.260002,60.605001,58.505001,61.9137495,57.8549995,Bullish,+3
2022-03-28,64.300003,64.550003,62.820000,64.190002,60.5000015,58.4000015,61.9137495,57.8549995,Bullish,+2
2022-03-21,63.119999,64.730003,62.529999,64.699997,59.6650005,58.4000015,61.9137495,57.8549995,Bullish,+1
2022-03-14,61.369999,63.430000,57.619999,62.389999,59.014999,57.75,62.83625,57.8549995,Neutral,+0
2022-03-07,58.750000,62.490002,57.619999,60.910000,58.754999,57.49,62.83625,57.8549995,Neutral,-24
2022-02-28,58.320000,59.939999,56.270000,58.830002,58.754999,57.49,62.83625,57.8549995,Neutral,-23
2022-02-21,60.919998,61.189999,57.520000,59.650002,58.754999,58.6990015,62.83625,57.8549995,Neutral,-22
2022-02-14,61.099998,62.910000,60.125000,60.590000,57.6900005,58.9625015,62.5275,57.6999985,Neutral,-21
2022-02-07,60.930000,62.459999,59.730000,61.090000,57.4800015,58.9625015,63.41749925,57.3149985,Neutral,-20
2022-01-31,59.500000,62.490002,58.279999,60.599998,57.4800015,58.9625015,63.81874925,57.094999,Neutral,-19
2022-01-24,55.700001,61.290001,54.599998,60.040001,56.6800005,58.9625015,62.7262495,55.6399995,Neutral,-18
2022-01-17,60.759998,61.148998,56.540001,56.720001,56.609499,58.9625015,62.7262495,55.6399995,Neutral,-17
2022-01-10,58.840000,60.830002,57.985001,60.740002,56.450001,58.9625015,63.47249875,55.6399995,Neutral,-16
2022-01-03,57.200001,59.590000,56.790001,59.099998,56.445,58.9625015,63.6849995,55.6399995,Neutral,-15
2021-12-27,55.310001,57.830002,55.169998,56.720001,56.445,58.9625015,63.99249925,55.2749975,Neutral,-14
2021-12-20,53.099998,55.702999,52.470001,55.139999,56.445,58.9625015,63.95249925,55.2749975,Bearish,-13
2021-12-13,54.459999,55.360001,52.860001,54.099998,56.619999,58.9625015,63.63499925,54.5299985,Bearish,-12
2021-12-06,54.360001,55.480000,53.724998,54.680000,56.619999,60.125,63.63499925,54.5299985,Neutral,-11
2021-11-29,57.900002,58.380001,52.070000,53.070000,56.619999,61.2700005,63.63499925,54.5299985,Bearish,-10
2021-11-22,57.560001,59.720001,55.980000,57.599998,58.414999,63.174999,63.63499925,54.5299985,Neutral,-9
2021-11-15,60.500000,60.820000,56.029999,57.340000,58.1899985,63.174999,63.6224995,54.5299985,Neutral,-8
2021-11-08,58.930000,60.549999,58.294998,60.060001,58.3999995,63.294998,63.2325,52.9849985,Neutral,-7
2021-11-01,56.009998,59.584999,56.009998,58.310001,58.754999,63.294998,62.31000075,50.11,Neutral,-6
2021-10-25,59.240002,59.759998,55.660000,55.970001,60.269001,63.294998,60.12749875,49.0849985,Neutral,-5
2021-10-18,57.700001,61.169998,57.599998,58.400002,60.532501,63.294998,59.41749875,49.0849985,Neutral,-4
2021-10-11,59.250000,59.779999,56.650002,58.959999,60.532501,63.294998,58.9924985,48.444999,Neutral,-3
2021-10-04,58.580002,59.470001,56.299999,58.709999,60.532501,63.294998,58.80999875,48.444999,Neutral,-2
2021-09-27,56.880001,60.645000,56.880001,58.580002,60.532501,63.294998,57.5499995,48.3849985,Bullish,-1
2021-09-20,56.259998,58.044998,55.209999,56.810001,60.532501,63.294998,57.5499995,47.097498,Neutral,-0
2021-09-13,61.270000,61.590000,57.470001,57.750000,61.4550015,64.2174985,57.5499995,46.6399985,Bullish,+54
2021-09-06,61.980000,62.299999,60.070000,60.410000,61.4550015,64.2174985,56.5499995,43.609999,Bullish,+53
2021-08-30,65.000000,65.328003,61.669998,62.119999,61.4550015,64.2174985,55.9350015,42.995001,Bullish,+52
2021-08-23,61.500000,65.855003,61.459999,65.379997,61.4550015,64.2174985,55.905001,42.9650005,Bullish,+51
2021-08-16,63.200001,63.595001,60.150002,60.889999,60.8375015,64.2174985,54.492501,41.630001,Bullish,+50
2021-08-09,61.720001,64.620003,61.360001,63.689999,62.6175,64.2174985,54.300001,41.630001,Bullish,+49
2021-08-02,62.299999,63.590000,60.154999,62.000000,63.7625005,63.874998,54.19000125,41.630001,Bullish,+48
2021-07-26,60.200001,63.224998,60.200001,62.160000,64.0974995,61.3549995,53.5700005,41.630001,Bullish,+47
2021-07-19,58.139999,61.279999,57.055000,60.110001,64.0974995,61.3549995,53.80250075,41.630001,Bullish,+46
2021-07-12,62.560001,63.689999,59.799999,60.009998,65.589998,61.3549995,53.66500075,41.630001,Bullish,+45
2021-07-05,63.400002,63.669998,60.650002,63.080002,66.0149995,61.3549995,52.41000075,40.8600005,Bullish,+44
2021-06-28,63.299999,64.419998,62.169998,63.509998,66.629999,61.3549995,50.35249975,40.0650005,Bullish,+43
2021-06-21,63.139999,64.269997,62.680000,63.290001,66.549999,61.3549995,49.965,40.0650005,Bullish,+42
2021-06-14,67.830002,68.180000,61.880001,61.980000,65.914999,61.3549995,49.5925005,40.0650005,Bullish,+41
2021-06-07,70.370003,70.470001,67.839996,68.000000,65.914999,61.3549995,49.5925005,40.0650005,Bullish,+40
2021-05-31,69.169998,71.139999,68.441002,70.370003,65.914999,61.3549995,49.5925005,40.0650005,Bullish,+39
2021-05-24,69.589996,70.449997,67.709999,68.419998,65.914999,61.3549995,49.5925005,40.0650005,Bullish,+38
2021-05-17,69.580002,71.379997,67.269997,68.830002,65.8899995,61.3549995,48.6400015,39.1125015,Bullish,+37
2021-05-10,69.750000,70.599998,67.199997,69.830002,65.5,60.965,47.01500025,38.8500005,Bullish,+36
2021-05-03,63.180000,69.320000,63.119999,69.040001,64.860001,59.7600005,44.587501,39.1000005,Bullish,+35
2021-04-26,62.360001,64.690002,61.720001,62.500000,63.6799985,56.574999,44.587501,39.1000005,Bullish,+34
2021-04-19,64.800003,65.040001,60.450001,62.110001,63.034998,55.7999995,44.5100005,39.1000005,Bullish,+33
2021-04-12,63.599998,65.510002,62.450001,64.680000,62.1849975,55.7999995,43.99750075,39.1000005,Bullish,+32
2021-04-05,65.000000,65.389999,62.540001,63.139999,61.819998,55.7999995,43.887501,39.1000005,Bullish,+31
2021-03-29,63.619999,65.120003,63.480000,64.599998,59.2999995,55.7999995,43.130001,39.1000005,Bullish,+30
2021-03-22,63.799999,64.139999,60.400002,63.990002,59.2999995,55.7999995,42.48625075,39.1000005,Bullish,+29
2021-03-15,64.070000,67.269997,61.860001,63.910000,59.2999995,55.7999995,42.257501,39.1000005,Bullish,+28
2021-03-08,63.169998,65.269997,61.910000,64.339996,58.2999995,54.7999995,40.67249975,39.1000005,Bullish,+27
2021-03-01,61.150002,64.040001,60.090000,62.910000,57.6850015,54.1850015,40.17999925,39.1000005,Bullish,+26
2021-02-22,60.619999,63.980000,58.799999,59.310001,57.655001,54.155001,38.75500025,39.1000005,Bullish,+25
2021-02-15,58.900002,60.529999,57.099998,60.389999,56.3200015,52.6650005,38.1850005,39.1000005,Bullish,+24
2021-02-08,57.750000,58.380001,56.369999,58.150002,56.3200015,52.2800005,38.6275005,39.1000005,Bullish,+23
2021-02-01,52.389999,57.830002,51.330002,57.240002,56.3200015,52.060001,38.9825,39.1000005,Bullish,+22
2021-01-25,56.860001,58.250000,51.759998,51.900002,56.5349995,50.6050015,38.9825,39.1000005,Bullish,+21
2021-01-18,57.759998,58.770000,56.330002,57.500000,57,50.6050015,38.9825,39.1000005,Bullish,+20
2021-01-11,57.700001,61.310001,57.130001,57.310001,56.725,50.6050015,39.1000005,39.1000005,Bullish,+19
2021-01-04,55.820000,59.770000,53.650002,58.209999,54.9850005,49.835001,38.0350005,39.1000005,Bullish,+18
2020-12-28,55.270000,56.099998,53.849998,55.500000,52.0300005,48.674999,38.0350005,39.1000005,Bullish,+17
2020-12-21,54.049999,55.770000,53.730000,54.790001,51.255001,48.674999,38.5800005,39.1000005,Bullish,+16
2020-12-14,54.599998,55.750000,53.029999,55.660000,51.255001,47.93,38.26250025,39.1000005,Bullish,+15
2020-12-07,54.930000,55.750000,52.799999,54.000000,51.255001,47.93,38.26250025,39.1000005,Bullish,+14
2020-11-30,54.889999,55.099998,52.689999,55.049999,51.255001,47.93,38.1825,39.1000005,Bullish,+13
2020-11-23,55.279999,58.180000,55.009998,55.400002,51.255001,47.93,36.2725,39.1000005,Bullish,+12
2020-11-16,53.549999,56.275002,52.139999,54.730000,50.302502,46.977501,35.45000025,39.1000005,Bullish,+11
2020-11-09,51.590000,54.180000,50.200001,51.970001,49.255001,44.7749995,34.4350005,39.1000005,Bullish,+10
2020-11-02,46.250000,49.820000,45.880001,48.230000,47.9450015,41.2300005,34.5600005,39.1000005,Bullish,+9
2020-10-26,47.939999,48.139999,44.330002,45.490002,47.9450015,41.2300005,35.72350025,39.1000005,Bullish,+8
2020-10-19,49.330002,50.330002,47.150002,48.529999,47.7900005,41.2300005,36.79750075,39.7150005,Bullish,+7
2020-10-12,49.400002,49.994999,47.419998,49.299999,47.4050005,40.590001,37.24000075,40.1800005,Bullish,+6
2020-10-05,47.900002,50.090000,47.700001,49.360001,47.185001,40.590001,37.63000025,40.5,Bullish,+5
2020-09-28,46.500000,48.279999,45.130001,47.310001,45.7300015,40.5300005,37.63000025,40.5,Bullish,+4
2020-09-21,49.040001,49.330002,45.630001,46.040001,45.7300015,39.2425,37.63000025,41.2350005,Bullish,+3
2020-09-14,50.070000,51.560001,48.849998,50.369999,45.7300015,38.7850005,38.325001,41.2350005,Bullish,+2
2020-09-07,47.689999,50.419998,47.435001,49.849998,45.16,36.1849995,38.59749975,41.4549995,Bullish,+1
2020-08-31,45.990002,49.799999,44.470001,48.599998,44.4849985,35.875,46.42749975,49.2849995,Neutral,+0
2020-08-24,44.299999,46.950001,44.020000,46.049999,43.0599995,34.450001,46.97249975,49.2849995,Bearish,-26
2020-08-17,45.099998,45.439999,43.250000,43.590000,41.875,34.495001,49.535,50.4799995,Bearish,-25
2020-08-10,42.810001,46.070000,42.810001,44.869999,41.875,35.380001,49.4924995,50.4799995,Bearish,-24
2020-08-03,41.220001,42.665001,39.900002,42.630001,41.805,36.16,49.4924995,50.4799995,Bearish,-23
2020-07-27,42.810001,44.480000,40.590000,41.060001,41.805,36.16,49.539999,50.4799995,Bearish,-22
2020-07-20,43.340000,44.500000,41.880001,42.610001,41.805,36.16,50.12,50.4799995,Bearish,-21
2020-07-13,41.099998,44.264999,40.500000,43.669998,40.6499995,37.5500015,50.8724995,50.4799995,Bearish,-20
2020-07-06,42.630001,42.779999,39.169998,40.759998,38.415,37.655001,50.9974995,50.4799995,Bearish,-19
2020-06-29,40.360001,42.250000,39.759998,41.590000,38.415,37.655001,50.9974995,50.4799995,Bearish,-18
2020-06-22,41.459999,42.480000,37.680000,39.799999,38.415,38.745001,50.6624995,50.4799995,Bearish,-17
2020-06-15,39.480000,44.500000,39.290001,41.650002,37.7750005,38.75,49.73999975,50.4799995,Bearish,-16
2020-06-08,44.080002,45.930000,38.950001,41.230000,37.7750005,38.75,49.73999975,50.4799995,Bearish,-15
2020-06-01,38.610001,45.730000,38.180000,43.970001,37.615,38.75,49.19250025,50.4799995,Bearish,-14
2020-05-25,38.360001,40.665001,37.720001,38.599998,33.795,38.75,49.19250025,50.4799995,Bearish,-13
2020-05-18,35.880001,38.009998,35.369999,36.119999,32.05,38.8500005,49.19250025,50.4799995,Bearish,-12
2020-05-11,34.200001,35.410000,30.900000,33.560001,30.0200005,38.8500005,49.19250025,50.4799995,Bearish,-11
2020-05-04,32.099998,34.549999,31.760000,34.330002,30.0200005,39.1000005,48.92000025,50.4799995,Bearish,-10
2020-04-27,33.310001,38.090000,32.810001,33.930000,32.347,39.1000005,47.0275005,50.4799995,Bearish,-9
2020-04-20,32.180000,33.349998,29.620001,33.119999,34.495001,39.1000005,47.3224995,50.4799995,Bearish,-8
2020-04-13,36.470001,37.139999,30.650000,33.419998,35.380001,39.1000005,47.3174995,50.4799995,Bearish,-7
2020-04-06,29.530001,37.740002,29.500000,36.560001,36.16,39.1000005,47.47749925,50.4799995,Bearish,-6
2020-03-30,28.309999,30.080000,26.924999,27.969999,36.16,39.1000005,47.47749925,50.4799995,Bearish,-5
2020-03-23,27.139999,32.424999,26.010000,28.559999,36.16,39.1000005,47.8449995,50.4799995,Bearish,-4
2020-03-16,23.100000,31.350000,21.950001,27.440001,37.5500015,39.1000005,48.5975,50.4799995,Bearish,-3
2020-03-09,34.750000,34.939999,22.389999,25.690001,37.875,39.3199995,,50.4799995,,-2
2020-03-02,41.049999,42.743999,38.310001,38.970001,45.705,47.1499995,,50.4799995,,-1
2020-02-24,46.610001,47.040001,38.049999,40.410000,46.795,47.1499995,,50.4799995,,-0
